Geohash,vec
9v6mm,-0.04811081087213128 -0.18260803426605382 0.31671159319130027 0.09209824900732767 0.03694943881643202 0.004153147172151805 0.04558609516537063 0.4312043746101422 -0.33536407561626524 0.020436870759854054 0.450427754104107 0.06091280255518788 0.06665039741618621 -0.03463984917707389 0.33664010465308997 -0.3492425419027692 0.04388606948941021 -0.0500732753933935 -0.17358690850377562 0.20801131360898317 0.39290798935723015 0.10865623882247123 0.3349486047240673 0.18759018588518642 0.2837872612557069 -0.004603696824313211 -0.045886665916193545 -0.12582084165352658 0.05449316924523212 -0.05515884931788611 -0.25407949665908425 0.2599236844350623 -0.02938018971863326 0.15621963209655246 -0.18120351645954844 0.18949186069372678 0.1115674768651848 0.12507949693259426 0.07041765000465344 0.34029947714237896 -0.3120162687998171 -0.4036998901363899 -0.0291296479644993 -0.06955646899083867 0.16625001302465386 -0.03856591937248303 0.15021589242560232 -0.5585478089961582 0.06937291716499283 -0.21765759379641939 0.011158831989846175 -0.1471825916714544 -0.09664921926080211 0.7878957288942843 -0.1489828085192646 -1.7196718248198535 -0.13956658657756008 -0.10933977543674514 1.1974738874983506 0.3403409012177021 -0.2860405565685727 0.31494815447667934 -0.06130379037981265 0.12395897463421203 0.1430045261719049 0.07433229280279695 0.08161841285311339 -0.15955463334258232 0.24120653563295472 -0.015158220152796602 -0.17632493993037246 -0.07286637471480732 0.06510716603735058 -0.19035730855921223 0.3653124823901337 0.09083406773011174 0.15839976304607248 0.03920482899954059 -0.31710319617257426 -0.09776218770443708 0.4716157239347529 0.026337067538111478 -0.3436369984586503 0.14562058575795256 -0.7617761598321798 -0.007657142799061959 0.002101085319275157 -0.19660644800327137 0.0738219651522584 -0.014246595593058787 -0.14484075534220514 0.17306706662133317 -0.34863507985398134 0.0893592145295044 -0.504360979512929 0.09283354319606897 -0.022873537521642687 -0.029084912419193372 0.683403327590783 -0.060132245108188
9v6t7,-0.08134842811343079 -0.09623172308376408 0.2712369759145378 0.013439487744494672 -0.0015208874450672867 -0.03519644293929372 -0.08669437311980284 0.35006147672945565 -0.2460541149968583 -0.060040937264036025 0.3859672499609192 0.1659499971174286 0.1649421798514662 0.0933682369397153 0.3245634516121133 -0.21467604347043256 0.13965520234585657 -0.09987635420616504 -0.2872457594516669 0.15542924850474393 0.3590494207973118 0.026481608264478783 0.3190978713077299 0.1251371308799557 0.25885759363674493 0.017982826772453116 -0.05303264124034265 -0.11631382809735379 0.037824079999199955 0.12330519133168237 -0.2546001341498909 0.2763990359244699 0.06323530481814768 0.18436941226133607 -0.20703651207757748 0.0895543971746486 -0.006645900617232866 0.15345398009106614 0.10617309107641541 0.23336353640166166 -0.2182900239896212 -0.38138173389862673 -0.07414050312435892 -0.1077061839193915 0.13931297102000584 0.07341992094040042 0.06137899204449949 -0.33443616569519186 -0.007586710319545383 -0.2476248077794683 0.09179942819573869 -0.20363348998260847 -0.018820830500693518 0.749534551626156 -0.18487513843515663 -1.650906264006986 -0.08595887752468484 -0.16438264737644898 1.0592770216142677 0.3363936191592392 -0.24921665736875925 0.395886500778781 0.0005147557804783265 0.1617260318658238 0.1640652207395546 0.06796442344314234 0.10716382669813938 0.016746324121774635 0.17269415907562582 0.09750394765125493 -0.246184888266547 -0.1927293919106318 0.0005373178099799764 -0.17920632554595556 0.24781196849116502 0.055515103448427486 0.24858407630895837 0.09160365114280213 -0.5078403991169353 -0.2232193771533009 0.3833566686832021 0.06225033502212326 -0.14227876340069687 0.03080982695461587 -0.5773124464233906 -0.10332634488463659 0.003009517077992753 -0.11025157169425776 0.035952383147594455 -0.06356229147287712 -0.059405619029598664 0.08504147225089441 -0.2597692754701637 0.29894764356653475 -0.4057443911808697 0.13219665753362267 0.11165687945092374 -0.03334203426582276 0.5542022005052071 -0.04438404490370868
9vg7b,-0.03766811296610291 -0.13503866217251115 0.2600365507131011 0.04728610038784474 0.05446496193381943 0.08111048419060479 0.03719282634847431 0.4041631771330187 -0.3942903092915762 0.08793065670272524 0.3556302330380552 -0.04401735732753327 0.0857435203304764 -0.029661618130843663 0.3055285545748937 -0.3014663480974576 -0.014383368701544419 -0.00477429353116643 -0.25828947967704197 0.16336496225902256 0.38604689127895747 0.052233487199187786 0.31074895800374963 0.2267246951823858 0.34255981001293656 -0.09792181667858393 -0.019001058266389464 -0.24058291837363643 0.04305978835772313 -0.04132407721609584 -0.2604237115498227 0.20242060105648849 -0.04885419467313716 0.13131584873729435 -0.1846728681432831 0.11299698515312598 0.09044171699237617 0.08466268084653167 0.04625686435943849 0.36378164657392204 -0.2778485607852558 -0.3576480938328512 -0.0206869563237524 -0.1440539523479452 0.17291612315916505 -0.007512964612920211 0.20672918205956423 -0.47615179850057 0.08749605343804384 -0.23846865768738038 0.041727244758111695 -0.19400481942409953 -0.07345822964297337 0.6623977425677608 -0.16630784060695974 -1.704285789000944 -0.11669893255518139 -0.17285542866809253 1.1522003167730452 0.3705186607282485 -0.3763618027003174 0.35089742733921647 -0.054553766217715585 0.1308529144741872 0.09530911016514222 0.04198878573946963 0.09004343688292743 -0.07051480820572846 0.21411620587751815 -0.017223480809536573 -0.22775895153913686 -0.06147734918464765 -0.022651158837988232 -0.148702220408841 0.3579795504346022 -0.005706294226987284 0.13869632822887643 0.0009883859207832032 -0.31171191338542253 -0.12153363037206431 0.4399935794162695 0.07435190060356711 -0.3685763852295923 0.20575584795566557 -0.8019868572015865 -0.05407308238875049 -0.0361814216457815 -0.19923173372167338 0.0569148364800552 -0.04605561264549833 -0.16401717155959783 0.16401586463271342 -0.28901246710888406 0.19597211806877093 -0.520618650137566 0.07528015347492381 0.07815974367681094 -0.042604767577933716 0.5934296493980871 -0.11876936771974493
9vg7c,-0.05691048692557274 -0.1113814385195733 0.34168259643066656 0.05840364797581194 0.08669665818427727 0.092772416728709 0.014661892620926986 0.38126578651072235 -0.4382447766529299 0.09173389967174163 0.4287336047225012 -0.029562498765544634 0.10065463176540647 0.018056955484846857 0.32518226408949297 -0.37320808255052385 -0.11465611420442338 -0.05688679431104922 -0.1787739920982122 0.23263499240968075 0.4016167247169046 0.08007808134025857 0.3203836590364788 0.17380968220338877 0.3744937214171076 -0.11076561056145434 0.041896529087789694 -0.1454721539317564 0.08028990010854506 -0.06008046410852749 -0.26159264851597225 0.2662369181014357 -0.10186583937551548 0.15033485867281474 -0.19126388052999663 0.1745106675720336 0.11465192525064319 0.09713869514347698 0.022641279917475533 0.41006064189180896 -0.33380160304392076 -0.45507560041692385 0.011623588503841082 -0.07304185553501202 0.171868246329199 -0.07147345533521968 0.23452765059018849 -0.6513960308322959 0.09185962083667201 -0.28541567460577283 0.048805059970991015 -0.16747970544734245 -0.09869074403093052 0.8533313545088955 -0.14587741202554944 -1.7289663650247107 -0.10219152770968555 -0.11978704464435969 1.2359166919913058 0.379929575268889 -0.29031946252092705 0.2813304535053104 -0.08117168348580779 0.18511410640172568 0.09107417645525451 0.11851828318118927 0.036611127481478614 -0.10443918236349187 0.3201222631338945 -0.06006078141297535 -0.20863550440271658 -0.14261128529130954 0.05362320609774139 -0.1166445698552804 0.3852362724409809 0.13509750812954152 0.11659637479727072 -0.009580353547222602 -0.3699414607039094 -0.15738802414543698 0.4970731035867857 0.06333314159995745 -0.3147259265831013 0.25336171624751636 -0.9009914370327894 -0.039726794811603384 0.037379340669209116 -0.2666107957225055 0.06448000670903378 -0.006571561622308949 -0.18982812414396483 0.2962743733840099 -0.42339583662500685 0.07268992087972814 -0.5834921509317046 0.04954537160309526 0.02070765645184935 -0.011329721833473787 0.6870574216749229 -0.11877535605384523
9vg7d,-0.09910577281931454 -0.12344535209218124 0.3576062496431438 0.026223872153804978 0.0766525815721675 0.10534213203357884 0.045154398775965866 0.4501933347904894 -0.45916937117473705 0.0904448776557634 0.4323032425605271 0.03622305166258512 0.09473927776996958 -0.08703900392848497 0.4318381353259921 -0.3093448528635268 -0.029229314202256274 0.0011578102734732638 -0.2298345503175831 0.26437393602993503 0.5312144350107522 0.19293390174698274 0.3152878785509981 0.20619293373181954 0.27615137378397425 -0.06375441151291901 0.01574726941825788 -0.24690809361286284 0.11607936806133434 -0.05856076149296624 -0.19952157142214416 0.321000174301995 -0.08186721382261482 0.10270921301524506 -0.23775922993005855 0.14245879217613297 0.14831667897949302 0.07126976626330601 0.09440004296689437 0.5452496422496645 -0.32533148759859665 -0.5343005687295331 0.07366602347594656 -0.09520088090612787 0.2044900508305759 0.0009432102743696529 0.29172286894285454 -0.6160261891344418 0.02780063296410143 -0.25518462026689825 0.06277322837690633 -0.24231464010414108 -0.05316335877518325 0.8368681653858686 -0.15772673339435642 -1.7834495602775093 -0.16093935768832002 -0.13866821459515255 1.354703988677144 0.4308695781545368 -0.351016404609802 0.33213850646478205 -0.06510839208524216 0.18446831024063423 0.07301496165271566 0.17918254739194114 0.04132975852712755 -0.11782798555186533 0.23174308397971827 -0.016522911671173666 -0.2935706345483125 -0.15880177585032385 0.05949945581376735 -0.02319219940096247 0.4174032424913819 0.09538658840430779 0.13739148832941558 0.06336987182910524 -0.39076820189662603 -0.20659428238372346 0.5345799940345372 0.12528205696949346 -0.382587523571556 0.15551843383743036 -0.871924312219267 -0.014005373594111449 0.0582256669932593 -0.30686359725152573 -0.02341095018443893 0.0644388578246178 -0.10127820382250105 0.2698937688208356 -0.4273494369959711 0.12935077410351406 -0.6431086828268703 0.1290556256341426 0.06516449781904379 -0.027069962595805047 0.6901747541953787 -0.15839323611397774
9vg7e,-0.0972300175 -0.14594242857142858 0.35797533000000004 0.07047224678571429 0.12955539642857145 0.072692925 0.010036510000000012 0.48095628214285713 -0.24194248142857142 -0.05349892857142856 0.21447862142857144 0.038393246428571434 0.13853881785714287 -0.003123349999999997 0.32401847142857143 -0.22628683214285716 0.16372298571428578 -0.13098456785714285 -0.26239493571428574 0.24694384642857142 0.4018251428571429 0.11614746071428571 0.3309898178571429 0.2080663392857143 0.12301314999999996 -0.1158060642857143 -0.01011841714285714 -0.16420909642857143 0.07000305000000001 0.010143403571428566 -0.19360174892857143 0.24096802500000003 0.005632489285714262 0.12256972142857142 -0.08477685785714285 0.10965827499999999 0.036412553571428564 0.04288732142857144 0.18312586071428572 0.2352884857142857 -0.3640641785714286 -0.43904838928571427 -0.18418133214285715 -0.226011725 0.23423784285714289 0.015033964285714282 0.20952522500000004 -0.4625574560714286 0.11026105939285714 -0.3133844892857143 -0.05776591428571427 -0.17989285 0.11988452142857142 0.6757781 -0.18243563571428573 -1.7672197821428575 -0.04869904964285714 -0.26663908214285714 1.19090425 0.27965027499999995 -0.27979732428571435 0.3612262785714285 0.024993028571428568 0.24482051071428568 0.22643429857142858 0.04308390357142857 0.18384606071428572 -0.033596360714285706 0.2042412685714286 -0.08699309285714284 -0.23627064285714286 -0.0792569392857143 0.021932296428571422 -0.2937197857142857 0.37569950357142856 -0.007633423928571442 0.19024207499999998 0.09122511785714285 -0.40968577500000003 -0.14199977571428574 0.40196605357142856 0.12278787857142856 -0.3565350842857143 0.20009346428571428 -0.67943825 0.03647021785714286 -0.030929855714285692 -0.22101683428571428 0.11914625714285713 0.06513543571428572 -0.2478005857142857 0.21988874642857142 -0.46603910714285723 0.14644942857142856 -0.617260392857143 0.14051047142857143 0.015911546428571417 -0.00043507857142856786 0.6253726357142857 -0.08204232142857146
9vg7f,-0.060193099689082055 -0.12248140101671687 0.30716591152532247 0.005573555266275919 0.06401394371303917 0.1160675532816472 0.04843072932306064 0.40111693048538444 -0.4864645348710018 0.10153768645642851 0.4443184487254432 -0.035997680088524504 0.10687488702719328 0.0003787478189438314 0.34181258414163684 -0.3673573736588653 -0.0873568929895407 0.00738962090347801 -0.19193924238079002 0.226839704350465 0.47202885551246715 0.08599035670407353 0.31270230124490994 0.1502919148320634 0.3818181218460714 -0.09124910555733676 0.021416843614492965 -0.17826083003806553 0.05281690250705177 -0.03379441402827276 -0.2205200390133703 0.26271246850281826 -0.10718550660083956 0.1638079999276963 -0.21663603431680295 0.17476477349579486 0.13296035094256956 0.13364177549992395 0.028674620420040358 0.426453112979893 -0.34175129300296014 -0.44857449429470897 0.04001253596201952 -0.09972835025545389 0.14913259809017876 -0.03999337771887379 0.2454587337842256 -0.6458519655384312 0.0849499669310944 -0.2609263679763865 0.06697051350342757 -0.19439090440201862 -0.046212137145800185 0.8133659300716586 -0.13923167058452557 -1.7501395330189324 -0.12586135933078238 -0.14443829808399264 1.2726432636134175 0.39105234433054925 -0.2988427611531851 0.31513903730030074 -0.10145430535315798 0.16380061927480052 0.07017970056967733 0.13503846388398033 0.05169763713240816 -0.08557412970725449 0.2638469004970172 -0.03378204719465223 -0.25555211252571436 -0.1432342786555904 0.04404210852445325 -0.0806399317025055 0.39156766784128505 0.1198653221139659 0.10576514577459736 -0.020288277332475305 -0.35399500167794057 -0.16814070755756644 0.4849799347318195 0.1017014772125875 -0.36048500146809653 0.22308910454251918 -0.8797026219247978 -0.03469138125043497 0.06371787397424854 -0.26389841977080486 0.059985937157940095 -0.03797470575934302 -0.14784744104814543 0.31610407006176244 -0.3787669866673792 0.09793398725112835 -0.5749490170737722 0.057196435503582346 0.03495926101355393 0.0024571680320376495 0.6706218908245398 -0.16388603108118335
9q5fx,-0.11853324816469027 -0.06264238298526578 0.12324914862837778 0.19166337729285118 -0.05213784564802481 -0.08204378250427043 0.02249721532721394 0.5273344626920918 -0.12875008696854587 -0.05577081045012601 0.14945669229583178 0.25838822630872216 0.06616633778027525 0.06547520139973194 0.15547417525226834 -0.22304176433222128 0.37044279481602743 -0.050650199127878284 -0.4550373860132153 0.2194186816387368 0.3195769213765658 0.03439901230595536 0.34194046939773176 0.24252143978394047 0.09383123451918453 0.05075838238865044 -0.22862635489130212 -0.1575496124235847 0.014630608014721916 0.13859191602086185 -0.2451530376196849 0.19585185207513672 0.24328417431200489 0.3244596851051727 -0.2213902747545048 0.09043542898218038 0.0036589147619458745 0.10138141677211676 0.1871870820543654 0.015012555901197563 -0.18036708649975022 -0.17222866903806078 -0.16398539030707152 -0.356129787788035 0.09814632022963658 0.17974881820494323 0.15846624563445816 -0.0656096191567178 -0.0784847568521314 -0.06559681450673811 0.07917018642818088 -0.03296438442490123 0.05053223529412973 0.45699037632683165 -0.323990520010288 -1.6945418844178461 -0.2855044694828833 -0.14053495899185686 0.8811169390704974 0.10202578908627383 -0.3041152543376377 0.4173787303918303 0.011851931878872148 0.04213787299588272 0.0477314534744679 -0.06102799146573589 0.17412723035540603 0.028236697548387823 0.17534075721979667 0.13576161080894414 -0.28094938345787956 -0.0676218151848152 0.02058406039166595 -0.3728016551976829 0.19347055782113973 -0.05813304356424441 0.4591057334383724 0.15552477726717728 -0.44897660942545126 -0.11650632372961406 0.17450596597723264 0.09342669131778712 -0.1340131868427355 0.12244189823381348 -0.5464471264998736 -0.16165911309477565 -0.11449536682540708 -0.05231232037458424 -0.005478595052683922 -0.03932488108571469 -0.059391346736432295 -0.10432916075313574 -0.12647612109978498 0.6751346690525525 -0.3813530144444546 0.2141450486701056 -0.04281180292276652 -0.0606478650006372 0.48767140766394096 -0.14423009568553877
9vg7h,-0.10361698001688154 -0.07055113784330179 0.3342034789534176 0.07912024353007865 0.027331666261845678 0.032196605354329465 -0.05602117844344199 0.4317766250294756 -0.2759243857064498 -0.029545794427029384 0.40627180730775203 0.12689056911164606 0.1405094559103272 -0.04883848053863071 0.4193516233949843 -0.24660092840185405 0.010902023070380669 -0.0798613373485317 -0.2536527049586396 0.2107821661999424 0.4143684291746812 0.12142047996530593 0.28869523550442694 0.11767520327453372 0.19526801960418608 -0.07362961700568302 0.03868275913030358 -0.12358266918277945 0.1895798716096034 -0.12487844032455254 -0.22340219733370426 0.33008967088946606 0.04526493883698385 0.08166273009045737 -0.11385507343601711 0.14368930648222167 0.09064711159839402 0.04000601254792179 0.06624089851226635 0.36723486428958385 -0.2856216933700989 -0.44710028415935515 0.009695794444484549 -0.08547257404166006 0.1591886750924419 -0.00854171236748079 0.06754664035389737 -0.33710637851697134 -0.03412648420749109 -0.23735313740286856 0.055053223447426095 -0.08075357403357682 -0.08165877527220078 0.7511457675771979 -0.1091485407459976 -1.7001204057460308 -0.15640068442409927 -0.16980625097215105 1.0914853717791178 0.31155952186528624 -0.28171967107669055 0.2708230135675418 -0.028114903619207397 0.21872361366360982 0.11014524972003448 0.07149448516310125 0.09623756569704159 -0.07275266999025276 0.20997933504264485 -0.05189979067403023 -0.3198748309038112 -0.14159384707822767 0.10685476014515446 -0.19202085924189757 0.27916592252811223 -0.030304550790311528 0.21566458138987885 0.13919906233988566 -0.3058000929301498 -0.28347563785221097 0.45311291489129335 0.14474275655109572 -0.23843244087800164 0.1555865480955976 -0.7652751485920265 -0.04197713149016841 0.035107284423084195 -0.21969121106755396 0.03405338028280418 0.11739263854285488 -0.09229870200030621 0.15923393199355748 -0.36823023752499456 0.21661343864441793 -0.4089537682781861 0.09957668143429611 0.07845478859556808 0.06469926595261812 0.5786121267500298 -0.05255627186113429
9v6mv,-0.09368683784599072 -0.045944555987102016 0.3906241584447403 0.061515634630245085 0.08014520525581614 0.12891333823869888 -0.025714704305413505 0.5624702564244412 -0.44408348811276344 -0.03523467067218641 0.4876544251085679 0.08216626561405309 0.08202559770568844 -0.11154054830690785 0.403369171049022 -0.2352740307868181 0.16798559065908178 0.08340474417006809 -0.27442111829681526 0.2183743470488636 0.6014666850750735 0.24816607145902805 0.2936904355676967 0.12014195506025327 0.35547779150551806 -0.05916935561786549 -0.04826169994078365 -0.1365474377202178 0.036264794033592423 -0.07680982720442987 -0.2467573261043706 0.3779242995663717 0.06042757493073397 0.16355320751382124 -0.19184638725947784 0.23479838453911756 0.03253149226678099 0.09922477719381279 0.09519870453919212 0.5048275964909689 -0.2773048261512802 -0.5690764741783374 0.058117819752594 -0.037560589803324405 0.2508603851769049 0.049644130254721384 0.3147289598034739 -0.5972825217074117 0.03649284133911672 -0.14413342008594676 -0.0016134336299382594 -0.3191609162022069 -0.04267349415562841 0.8815931319871152 -0.15214716876545614 -1.841142941341118 -0.11327741182743832 -0.08830379097621881 1.3932537808160537 0.40037686654651655 -0.36505406302426097 0.4471347505366347 0.03796759727916012 0.28342056310362496 0.07310145375403142 0.16908174044493426 0.0785195611120318 -0.11219235610860684 0.272081446623007 -0.10196312022271972 -0.36669649475812693 -0.21646105119781936 0.09387000561944508 -0.16397373497168932 0.3992356167619263 0.13155166315673567 0.1938322304515237 0.09582993457295112 -0.42746450399324454 -0.1702145691315354 0.4773812082128895 0.13051789518359924 -0.38236870744688733 0.09759962996483676 -0.7646993579771305 0.034999493543502125 0.04922491898172172 -0.3379856507361169 0.09379488106541106 0.1291581130953786 -0.09086393283522753 0.1252416275975267 -0.5105058672980551 0.15364682984820083 -0.6616628789276394 0.04858885336667069 -0.02209458967258118 -0.03829587872299134 0.7969794847417665 -0.15267587017487988
9vg7j,-0.08991135526150948 -0.048361007668957685 0.35015480081636485 0.08204194860135397 0.03195828046546109 0.11233375796607906 -0.0005293611262584732 0.3894299460457964 -0.4308200402059555 -0.006314236594213755 0.4465024149083671 0.09888564677059535 0.09332099000833917 -0.07688528079446898 0.4404106581753394 -0.308464734674102 0.03590955289959902 0.007909658507321475 -0.23707662110297228 0.23896704918837758 0.45361307976753457 0.15200135837120207 0.3001958029787931 0.13152473187018204 0.21551472278782113 -0.12872714824508963 0.06399360371582455 -0.18972266468486174 0.20514657911854084 -0.1714926963355215 -0.20976920035705793 0.33479523615851337 0.006162007807879866 0.09427249589391358 -0.1663098326869343 0.16471417685185694 0.133871219554209 0.031130877958377646 0.010706906359986354 0.4369948317221604 -0.2924469257151172 -0.5363578683745645 0.06431045115851465 -0.0658754283457298 0.14150567775847744 -0.05557709446152879 0.15156795898767153 -0.492275067156188 -0.018740139036150846 -0.22619440516091713 0.05419336938658402 -0.13663158945624043 -0.08343280555431133 0.7952928401899794 -0.12494704652380283 -1.7337746874395106 -0.12317247251432553 -0.1753989756797423 1.1584872603772678 0.34517483768808116 -0.3378765104699523 0.2520806597682255 -0.03706448867772359 0.21383182565875675 0.035383092913632626 0.13525262512262046 0.047096324229117616 -0.046404078638313494 0.2335711971086735 -0.04468203600130926 -0.3385780557830888 -0.13966315745554228 0.1082500120018949 -0.12076578631966935 0.31355123271642543 0.008393714704980558 0.14551367049195596 0.11664331453943651 -0.3291788169270216 -0.22852942327578038 0.5145783544836445 0.16908258790636732 -0.2531992326156806 0.17360764554739389 -0.863645183904037 -0.07826452582972901 0.06177299676818761 -0.2551099284003928 0.04123924832720691 0.084096375156819 -0.11402382987279543 0.16342838609383456 -0.39057174548283435 0.1886435743381815 -0.556565189565578 0.049928003837586346 0.10107208697031252 0.04179127901507504 0.639381343418232 -0.09604718638207427
9vg7k,-0.08646150366654085 -0.0546757594513379 0.24300727616093673 0.10736838369709822 0.04787867251945314 0.126087589828644 0.0395000265779618 0.350199442797983 -0.4844596761207586 0.0224593030537829 0.3782697474199397 -0.04197430752414326 0.1106262879839763 0.05502105781837703 0.32413015284013214 -0.37119115505965944 -0.00941467537737632 0.04761451189477142 -0.22884776298081988 0.22439274171771273 0.3678414451639281 0.08676739980265254 0.3301766349836343 0.08480286568370939 0.26930156321802473 -0.09871128965321622 -0.06497398297634846 -0.1869068556356227 0.0476869865004571 -0.01471215502833252 -0.22224614545742719 0.15406353997755642 0.009566946836734693 0.1567300920791259 -0.2502714765280201 0.12591717232479493 0.12437975191256533 0.12904886429579665 -0.013000760992866777 0.31286997978875764 -0.333256018725644 -0.43215391719735674 0.03826988039839417 -0.14045268659658194 0.16004947490124255 -0.016472658752656258 0.29363456739737726 -0.5393860740326092 0.116745014682554 -0.19874091043021794 0.10951023461273848 -0.1624114693214884 -0.07933186765394418 0.7413007070426281 -0.15741526853013812 -1.6814284946426605 -0.09611112768098087 -0.1421022332221417 1.1216546817910429 0.2862243618101221 -0.31148836982802014 0.33295956681188 -0.06283187250606043 0.20894541596383764 0.04668000771023659 0.08396497236937964 0.0020986232473016266 -0.04591558382624307 0.24412518223414595 0.00033183257083399705 -0.3012389963775793 -0.09730908495780712 0.0701060858105099 -0.13693530671483164 0.3754737995839089 0.055619620398812714 0.14180462961316784 0.06111600773404099 -0.27537001977383674 -0.10507246120090687 0.4008421094731279 0.1895290356550123 -0.3304547565419419 0.20873448324165303 -0.8627083829986405 -0.12177323623596269 -0.00024161376960500636 -0.27474794082537185 0.11956625306481025 -0.0050859563818509874 -0.1723309013855556 0.17308372908494035 -0.373472815436512 0.222839030355354 -0.5924762591278616 0.0035529674601284546 0.10421177627458544 0.04843999550018658 0.6107131257173585 -0.19475254703625036
9v6ms,-0.1271943204876927 -0.12999209255842573 0.3279522509544869 0.06823471645418717 0.020427508428720254 -0.056776138577959816 -0.0021660468736724127 0.4655656217858694 -0.2992122938966023 -0.11433633567319608 0.3735610371089376 0.16509178195858207 0.09278686565478228 -0.007642233231709508 0.3673175602044672 -0.2355652163254098 0.282852501232992 -0.15180966846245939 -0.264404542806089 0.24728401018484966 0.3627966584554412 0.05491711491014062 0.24876633853183058 0.137313074937314 0.32961159494621717 0.1160960190083188 -0.10004906138822539 -0.13305224936485105 0.0259300868336366 -0.000631251871313145 -0.16947421776276933 0.23355685096323486 0.08783884108643446 0.2743960005147546 -0.1541443376657166 0.1551541464912679 -0.009793647200781616 0.17743344925457527 0.1943277781858871 0.12266544353128463 -0.3147145601657106 -0.266008021538282 -0.08477826470743893 -0.09041115193481808 0.08906886208320285 0.06967434819852834 0.09755697944201748 -0.2775905667454172 0.007515112772114946 -0.18588926611848577 -0.02525275567658753 -0.13732333365031 -0.03269436098463925 0.7427076062502638 -0.2436391619555055 -1.866336815660152 -0.09885742132422744 -0.09629560905903108 1.2046308052193198 0.3317349077258818 -0.2630150870973843 0.5455195802243613 -0.045961725437102016 0.1265482702930831 0.17916842417768386 0.03213022070666819 0.13985732216646865 -0.07109111230405529 0.20440862073275567 -0.057785550206487686 -0.21969668819533614 -0.09475782007807897 -0.0114229031232988 -0.2263875500433276 0.14804634504284342 0.003593206072217083 0.20739588885017224 0.21081327124077512 -0.36750497742775357 -0.1346614039586865 0.4459519033644064 0.08552226685369835 -0.2191936845607101 0.12392646771117634 -0.614897281498529 -0.034386963329545335 -0.006193718065313438 -0.12237371725965168 -0.02901558135571965 0.0515378599763914 -0.14939194999283653 0.05366798314369531 -0.35596187023226816 0.4169735106170598 -0.4364384410722272 0.08500311345166729 -0.07837244902369388 -0.03453989099076857 0.6670940100363494 0.022718818735668046
