9v6mn,-0.23522578;0.026681699;0.04264336;-0.084341764;-0.033894256;-0.010201726;-0.22874856;-0.09067211;-0.0067642084;-0.29737782;-0.098063424;-0.03239318;0.0171253;0.048280142;0.037767023;-0.0742404;-0.048395053;0.095345885;-0.11555045;0.1004511;-0.019982766;0.22168948;-0.18583606;0.012700816;0.005308197;0.11829056;-0.15266453;0.14328724;0.23305805;-0.11171104;-0.14116107;-0.01799659;-0.110755906;-0.031445354;0.010201914;-0.029843425;-0.22233525;-0.034181274;0.1360135;-0.09311356;0.04679878;-0.24110268;-0.34073332;0.030057585;0.032637626;0.17824794;0.014254306;-0.052410815;0.027898967;0.049138207;0.12046329;0.0074961754;-0.25301453;0.17588332;-0.03330435;-0.1321816;-0.223391;-0.026636567;-0.22011884;-0.0151917515;-0.108898245;0.0022550714;0.0015979069;0.0756778;0.08403811;0.095880784;0.11165526;-0.24494939;-0.017854411;0.07634986;0.1528795;-0.013890874;0.058818262;0.05755322;0.19149554;0.042295475;0.07992711;0.13029265;-0.11824038;-0.079179056;-0.15721744;0.40183252;0.028203394;-0.05954548;-0.26054734;0.023175454;-0.031145968;-0.0014508414;0.116626196;-0.017579056;0.11095328;0.14721206;-0.13705625;0.048602648;-0.05097533;-0.075916484;-0.14571053;-0.105751246;-0.018039286;0.014529353;0.19997959;0.06688866;0.10947233;-0.02780707;-0.25276423;0.05027427;-0.08374361;0.036957018;-0.1278322;0.03421619;-0.03901073;-0.008419132;0.10935283;-0.017035406;0.10746583;-0.019469557;-0.1236821;-0.029065358;-0.035476267;0.009478363;-0.0056792037;-0.00986376;0.14142983;0.18217775;-0.014549274;0.096846566;0.14864554;-0.09117828
9v6mm,0.22961813;0.10312343;0.08587198;-0.08828697;0.08346814;-0.107388;-0.079746224;0.10042249;-0.1293662;0.1232254;-0.07835454;-0.15255105;-0.06106628;-0.115688704;-0.07379504;-0.04533342;-0.06511605;-0.15859126;0.05796083;-0.021204222;-0.16925438;-0.07116958;0.18983626;0.035788927;-0.21719198;0.048227705;0.10882507;-0.040814403;0.06104282;0.018783571;-0.1157163;-0.03556123;0.3190291;0.17024668;0.060885288;-0.0056741512;0.04056666;-0.16745651;-0.11170077;0.095203616;-0.31664267;0.17328165;0.07577865;-0.087270975;-0.10439114;-0.36127084;-0.12308095;0.14270937;-0.12378331;0.0019594193;-0.14426766;0.055250023;0.10906798;-0.10533608;0.16950868;-0.024942854;-0.13202365;0.066470765;0.05074816;-0.13972923;0.02648165;0.14556317;-0.10833481;-0.187529;0.12035992;0.14241584;-0.1894654;0.112291664;0.045253396;-0.09865773;-0.059523713;-0.069982976;-0.086828925;0.13577376;-0.112058476;-0.13738653;-0.21277164;-0.047773406;0.16055717;-0.04772485;0.22552824;0.061510243;0.04358657;0.15518029;0.12536688;0.23053195;0.19230884;0.10813832;-0.15707606;0.29311013;-0.11204745;0.015835889;0.20990412;0.21705613;0.24010518;0.07933481;0.31207773;0.19969682;0.19239385;-0.120475695;-0.001312198;0.022809472;-0.01920092;0.12962894;0.02511674;0.1942803;0.0027950783;-0.05893036;-0.043309335;-0.16307929;0.16824512;0.11533391;-0.20611419;-0.32980156;-0.16294137;0.30707708;0.050893378;-0.02409546;-0.28987986;-0.17373295;-0.15308028;-0.0037582181;-0.08555862;-0.048045166;-0.08854116;0.11956356;0.006236411;0.000920921
9vg7s,0.016774084;-0.03492131;-0.031193329;0.02317964;-0.028657664;0.0062828287;-0.015867721;-0.04392252;-0.0014125817;-0.029152883;-0.010415077;0.0320828;-0.03409958;-0.04641204;0.032622423;-0.01763288;0.02478737;0.04668161;0.013079081;-0.024010612;-0.023256112;-0.011611331;0.025964681;-0.028106367;0.02605429;0.039377403;-0.024101472;0.016477894;-0.021725202;-0.043284476;-0.00087239593;0.01287422;0.023046207;0.046472017;-0.0015644208;-0.027568985;0.031032216;0.044996988;-0.010978401;0.0018988475;0.02384552;0.001165174;0.031294707;0.03618208;0.04929013;0.031081844;0.031356458;-0.039378714;0.01713181;-0.022868026;0.026731018;0.0047380812;-0.047148753;-0.029413437;0.040638257;-0.0158316;-0.03512006;0.019155968;0.023742903;0.048565064;-0.046203624;-0.028392434;-0.01946721;-0.04970796;0.025627557;-0.034365226;0.048709814;-0.011046648;0.026488964;-0.017825674;0.009986211;0.017468665;-0.04162667;0.047452185;0.009343158;0.022852246;0.040919732;-0.021773422;-0.043103624;0.04786073;-0.013146829;0.023656849;0.04381417;-0.010232903;0.019045595;0.0013876669;0.015849892;0.02495135;0.037602965;0.049471486;0.045266937;0.024188075;0.03270254;0.0055686943;0.039773967;0.048241366;-0.037941657;-0.008035254;0.049144913;-0.009359073;-0.037976287;0.027253952;-0.041788973;-0.0011576042;0.022181261;0.034646098;0.019128587;-0.038989402;-0.02883693;0.013258483;-0.0018596649;0.03574783;0.039632227;0.015232649;0.03279635;0.015494276;0.044148874;0.04797567;-0.041874122;0.024954941;-0.033742383;0.0036043897;-0.048027493;0.04886217;0.013286922;-0.026066197;0.019821767;0.034158323
9vg7t,-0.039148748;-0.033963323;0.029021885;-0.004932463;-0.036270224;0.014952529;-0.026708245;0.03929216;0.009073816;0.0048683286;0.0032761917;0.038204823;0.040566612;0.040240813;-0.034253288;0.025598202;-0.03287188;-0.0060224645;-0.007557094;0.046731416;-0.040706813;0.033788037;-0.010429908;-0.04530536;0.04126774;0.036390033;0.036565196;-0.02346524;-0.033011366;0.034163285;-0.02111913;-0.039525855;0.030065205;-0.017964698;0.031196263;-0.02394098;0.037716333;-0.041771926;0.024363186;-0.0066717044;0.04724476;-0.022807527;0.046527293;0.026456688;-0.014435269;0.022733536;-0.04715084;0.040999305;-0.049487997;0.016607251;0.014635924;0.012865175;0.025019076;0.04626671;0.019134354;0.036852766;-0.02416029;-0.033324696;-0.030356681;0.04306868;0.041893963;-0.016123496;0.042478893;0.019435931;0.0006005764;0.03695223;0.01470593;0.002322007;0.03393418;0.038248014;-0.043704893;-0.011906732;-0.031695783;-0.03587929;-0.02422352;0.001103498;0.044650484;-0.0053491816;0.021040227;0.035957802;0.04927354;0.040822003;0.023525368;-0.022668375;0.025828812;-0.023121346;0.039587583;-0.04468087;-0.04247371;0.036548164;0.012241829;-0.0030893795;0.03866544;0.026503097;0.038486745;-0.013491191;-0.045900848;-0.045793653;-0.02258495;0.011123896;-0.036729373;0.047589507;0.022608947;0.024247397;-0.024097586;-0.025140036;0.046077434;-0.009318411;0.015528921;0.014718462;0.041974578;-0.00060943514;0.00239544;0.03364512;-0.008184981;-0.03660662;-0.048591148;-0.038034357;0.010941613;0.02365056;-0.01084467;0.026927304;-0.04044529;0.0387233;0.042825226;-0.03250438;0.023807194;-0.012410175
9vg7u,0.038072314;0.04365367;-0.021762013;0.0031391606;-0.035361387;0.047881868;0.0076092705;0.019880142;-0.009913672;-0.04681412;-0.021512901;-0.023856437;0.032701496;0.039824117;-0.0058865175;0.032806244;0.003991246;0.01277573;0.016220514;-0.010079958;-0.049871303;0.034365345;0.0183062;0.009288739;-0.024278283;0.003271997;-0.03958366;0.036639426;0.048632454;0.042647276;-0.009322882;-0.022593772;-0.041990615;0.03937601;-0.011159681;0.035963837;-0.03829342;-0.025891114;-0.010326136;0.021752384;-0.008987226;0.042983796;-0.020198239;0.0058783665;-0.031246686;0.035875883;-0.046746146;0.011953186;-0.049522758;0.030262422;0.020944525;0.012315296;0.012865689;-0.047405995;0.03505874;0.014199663;0.03212223;0.030802224;0.008701514;0.03608835;-0.010406245;0.0006119013;-0.015709389;-0.023956478;-0.0040019974;0.00068374723;-0.0013206117;0.039761316;-0.017043341;0.011741985;-0.006924331;-0.029150104;0.0036978498;-0.03163761;0.000677526;0.033882607;-0.04613329;0.022402558;-0.039881468;0.011931755;0.007948734;0.013793994;0.043569002;0.025096808;-0.011738159;-0.03916776;-0.040166415;0.025771346;0.016541447;0.0067395195;0.035578813;-0.01653843;-0.03658638;-0.041428555;0.018272292;0.02266648;0.0008116588;0.029901136;0.031900313;0.049574267;-0.043554436;0.03682002;0.013938848;0.018688802;0.04505818;0.043161515;0.019745562;0.0032122731;0.032813523;0.03509594;-0.006738089;0.03125446;-0.02268144;-0.035113562;0.04407866;-0.01577928;-0.043855693;0.024244372;0.021467198;0.02907275;-0.04588542;0.024656061;-0.02483753;0.048888158;0.018306661;0.006268479;-0.040970527;0.011704266
9vg7v,-0.021192158;-0.008903585;0.04678044;0.02218661;-0.033918798;-0.0499097;0.007048499;0.03339437;-0.008399583;-0.013162158;0.009988081;-0.034700345;0.0062197074;-0.03386811;0.016037714;0.0022282377;0.032351557;-0.014848173;0.039595056;0.0018460862;0.012037598;-0.03999983;0.042290334;-0.04539603;0.028803263;-0.007917453;-0.00013717264;0.028035138;0.043205593;0.023937706;0.028625969;0.03131527;-0.042712964;0.04047508;-0.024483252;0.01796079;-0.0225585;0.037488703;-0.009224605;0.016319823;-0.0038030967;0.023321535;-0.02815547;-0.049375262;-0.049701463;0.03491557;0.04583558;0.02795038;-0.015723515;0.015668739;0.021149803;-0.040943705;-0.023163868;-0.02274841;0.016569424;0.009026777;-0.015164565;0.016407322;-0.00035790354;-0.031550646;-0.049701013;0.04007632;0.041460227;0.04278468;-0.047616985;0.037356902;-0.04957808;-0.015333615;0.010308195;0.047539745;0.046900224;-0.021192074;0.00930047;-0.04014976;-0.024511063;-0.026982212;-0.01334523;0.024894271;-0.015759576;-0.039607406;0.030150358;0.039082278;0.047057953;-0.041003846;-0.000582505;-0.0001864545;-0.015333317;-0.049929656;0.00746157;-0.008945979;-0.031761885;-0.017639734;0.043386433;-0.007994305;-0.030266726;0.030865323;-0.027248347;0.004968513;0.023585562;0.029183578;0.03702425;-0.04174347;-0.045131292;-0.038152277;0.045662668;-0.044778597;-0.0048762932;-0.04336244;-0.04626311;0.03351338;0.030881476;0.012213517;0.038863692;0.00042220205;-0.023900807;0.02011123;-0.031140888;-0.03181863;0.012957547;-0.040192246;0.016269777;-0.018079389;-0.03508886;0.04993781;-0.035333335;-0.019507993;-0.029511048;0.002290476
9v6mh,0.007681435;-0.043840554;-0.011842951;0.1047942;-0.06315878;0.043440394;0.0008675415;0.005359565;0.0580221;-0.2798382;-0.12768203;-0.055978045;-0.12881978;0.04002214;-0.16987127;0.06037995;-0.1356713;-0.03951972;0.0031315263;-0.006663327;-0.06445635;-0.030694747;0.047004756;-0.11420128;-0.15300693;0.06776522;0.065173596;-0.046879303;0.02018685;0.06921516;-0.010377335;0.030296814;-0.17959315;-0.059652396;0.017672606;-0.28053606;-0.031597156;-0.17774129;0.06844592;0.011038654;-0.14799643;-0.02055565;-0.1766264;0.08164646;-0.2878963;0.115740694;-0.13984877;-0.031792533;0.13605343;0.21184316;-0.014663338;-0.020998063;-0.049697224;-0.06641134;-0.026375175;-0.1637818;0.029267784;-0.19061755;-0.22189312;0.09749307;0.10874256;0.034322184;-0.031083358;0.08969812;-0.07959161;-0.0043276134;0.22343549;-0.113566235;-0.035337504;0.10720616;0.20380603;-0.06426708;0.13014038;0.033121165;0.067996;-0.043811172;0.025671601;0.17576776;0.02259064;0.0011058529;-0.0026076848;0.21388826;0.093466;0.17234625;-0.069359794;0.07450493;0.14079458;0.0103513375;0.025853742;0.091795154;0.19477566;-0.02912387;-0.036185835;0.09622507;0.025150284;-0.04325285;0.017674347;0.017794501;-0.13975637;-0.11076632;0.04065371;0.08945068;-0.023287153;0.010678071;-0.15489808;0.05667541;0.066006295;0.014415746;0.072550334;0.027604429;-0.015828148;0.014120403;0.062381007;-0.24111587;0.05212822;0.10359143;-0.024231585;-0.08466004;-0.10079496;-0.08540311;0.06190159;0.120673664;0.0005203127;0.0014925911;0.038838424;-0.04214043;0.17789541;-0.10921972
9v6mg,0.25441897;0.079302125;0.0013691813;-0.07795682;0.1057583;-0.09808584;0.11359812;0.08475924;-0.048444375;0.17673099;0.03217788;-0.047630034;0.010678915;-0.0847859;-0.043843493;0.24485059;0.024263224;-0.17599018;-0.024283255;-0.16753432;-0.058301657;-0.10117762;0.09877224;0.010859224;-0.09125289;-0.107845135;0.25286523;-0.10400071;-0.27477133;0.051580966;0.10533949;-0.039964985;-0.048156288;0.15481396;-0.092545986;0.15265085;0.25063908;0.055779144;-0.284573;0.17424625;-0.04282177;0.4749827;0.43224895;-0.0014006343;-0.16064064;-0.11896076;-0.09593848;0.11372159;0.026344875;-0.03671708;-0.06819398;0.098037265;0.14867322;-0.17994297;0.21632761;0.0958089;0.12921767;0.13039525;0.21853633;-0.1394679;0.19078939;0.09039289;-0.13142447;-0.17643496;-0.0023360483;-0.0070593897;-0.15094393;0.19694647;0.0072730253;-0.09078273;-0.10371543;0.07398846;-0.084106125;0.11140215;-0.27692574;0.08945406;-0.19184366;-0.116114505;0.072100624;0.04434349;0.14108129;-0.43604663;0.12046024;0.009896091;0.38131997;0.08270729;0.0074914536;0.08893626;-0.1396681;-0.07721348;-0.19204074;-0.18840314;0.24515109;-0.003443323;0.20886554;0.24122426;0.14918816;0.0991261;-0.016848274;-0.0393526;-0.046489574;0.0074238162;0.12294587;0.010685395;0.100070156;0.019606998;0.23436606;0.07461056;0.25917977;-0.1363117;0.08045137;0.0456136;-0.023823004;0.13435102;-0.1245937;0.037666883;-0.069384836;-0.14223884;-0.09116139;-0.048119325;-0.08214418;-0.009904123;-0.15623438;-0.29721677;0.09415245;-0.00018005096;-0.13526903;0.22591904
9v6e4,-0.15129451;0.17684788;0.64852625;-0.26744542;0.04867515;-0.4413361;-0.47064692;0.20446622;-0.27454865;0.033471357;-0.102219574;-0.45946908;0.4881779;-0.49715096;-0.27825904;0.091306195;-0.107961036;-0.25324845;0.07425515;-0.23360172;-0.30701092;0.19037536;-0.01911583;0.49250644;-0.14811209;0.19030148;0.079310685;-0.13036151;-0.056631606;-0.09541681;-0.25508717;0.0009359908;-0.088672936;0.24182029;-0.27591395;0.026745733;-0.17884837;-0.092084125;-0.31031707;0.5194457;0.00046909373;0.04923451;0.09873314;-0.378111;0.090096034;0.06761163;-0.05633433;0.561044;-0.2600891;0.014220498;0.0868374;0.6340928;-0.32046178;-0.27461067;0.32094944;-0.036173645;-0.12611362;0.022117127;0.10512695;-0.21059044;-0.17149146;0.45482084;-0.14475253;-0.22564985;0.45488188;0.49656397;-0.2149487;-0.04161127;0.61210847;-0.10455164;0.14749204;0.01146397;-0.3852281;0.40604332;0.024124604;0.24559036;-0.19874783;-0.10858666;0.048946217;-0.2575122;-0.30742535;0.07679686;0.3692309;0.009938646;0.19027251;0.23192358;0.121293165;0.49155936;-0.17299746;-0.029165763;0.04776469;0.038208574;0.25566053;-0.3778557;0.02623018;0.2628199;-0.2933545;0.29961127;-0.10360709;-0.20391262;0.19994009;-0.33588144;0.27603874;0.22220546;0.13926582;-0.07968144;-0.12936468;0.4480326;0.30304468;-0.4016795;0.21482567;0.6661672;-0.011414998;0.0639686;-0.75440854;0.058694415;-0.3671217;0.076770164;-0.014035898;-0.1922118;-0.4242121;-0.20849305;0.010653517;-0.1531475;0.06535583;0.36855027;-0.13116649;0.20302175
9v6me,0.12146361;0.07090879;0.2003325;-0.14475507;-0.013416138;-0.16231625;0.029538387;0.05764844;-0.18618546;0.18613492;-0.013096674;-0.018743908;0.10631249;-0.15844563;0.09187094;-0.094267525;0.0057788836;-0.041239772;-0.089080706;-0.07613024;-0.062254485;0.24089782;0.038967155;0.14165989;-0.07300683;0.07500137;-0.044331353;0.08530303;-0.06593688;-0.12884317;0.013866589;-0.02253645;0.14957245;0.23815165;-0.10183887;0.08188574;0.1036182;-0.009989541;-0.20155157;0.11992701;-0.069412805;0.15095459;0.2122122;-0.11600815;0.107039616;-0.20571868;-0.047914308;0.17180564;-0.15855038;0.008137371;0.011313931;0.058437817;0.06913132;-0.030149153;0.08388271;0.057268668;0.056724723;0.18039034;0.110552445;-0.22626138;-0.12758626;0.032576993;0.011578123;-0.1593619;0.028649032;0.19941255;-0.42743883;0.08190463;0.058828335;-0.10417654;-0.11929523;-0.23860349;-0.10808132;0.16034123;-0.100194;0.08923569;-0.055073023;-0.19645539;0.28244165;-0.090216875;-0.023209605;0.013704411;0.11585693;0.020025235;0.18537873;0.04287408;0.09512616;0.06344296;-0.115029104;0.09387206;-0.25857705;0.13387205;0.05506447;-0.10870788;0.15173717;0.08566437;-0.06898101;0.111610726;0.09710672;-0.0412515;-0.007941839;-0.042554624;-0.046548605;0.037184786;0.09118148;-0.096501745;0.03537182;0.060473017;0.09211248;-0.13505769;0.08733833;0.11861124;-0.16152091;0.0838926;-0.10472281;-0.017524939;-0.033502232;0.1179655;-0.051393807;-0.11932657;-0.20193507;-0.18774484;-0.19552937;-0.09306358;0.0970209;0.14069054;-0.33165792;0.22764857
